Elevation,Soil_Type32,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Cover_Type
2704,0,30,703,5
2910,0,3412,3996,2
3415,0,1167,916,1
2158,0,324,272,3
3070,0,5101,1673,1
3395,0,2951,2021,1
3171,0,301,2255,2
2913,0,2552,1383,2
2774,0,2670,2038,3
3006,0,5408,1304,2
2681,0,1230,1296,2
3228,0,2629,2638,1
3027,0,5898,3883,2
3073,0,2012,1842,1
3263,0,3383,1987,1
3211,0,1642,1557,1
3031,0,6425,3461,2
2821,0,3675,5645,2
2101,0,674,870,6
2758,0,1682,2929,2
2576,0,993,1061,2
3205,0,824,1116,2
2441,0,1158,914,6
2831,0,2084,1790,2
3041,0,5151,1723,1
2786,0,2148,2503,2
2780,0,2130,1482,2
3436,0,2391,2481,1
2939,0,4298,5202,2
2065,0,582,601,6
3091,0,2678,1954,2
2982,0,6109,5478,2
2290,0,1650,824,6
2611,0,1442,4926,2
3236,0,1190,2366,1
2640,0,685,1608,2
3168,1,3777,1846,2
3319,0,2143,836,7
3150,1,1552,2363,1
2973,0,2305,1718,2
3001,0,3892,5447,2
3282,0,750,2457,2
3337,1,1224,2341,2
2904,1,2012,1376,2
3351,0,1064,711,1
2966,1,2433,1809,2
2367,0,1252,1114,3
3282,0,594,3852,2
3002,0,4024,2456,2
2987,1,2415,1842,2
3280,1,3426,1600,1
2494,0,819,391,3
3038,0,4540,684,2
3294,1,4535,787,1
2159,0,1155,895,4
3358,1,2845,474,2
3162,0,1406,2239,1
2620,0,1040,1441,2
2705,0,1158,1689,2
2969,0,391,1595,2
3076,0,1405,2047,2
3031,0,4288,3055,2
2869,0,2791,2844,2
3227,0,1464,2484,2
3275,0,467,1356,1
2861,0,2274,2624,2
3168,0,2793,3679,1
2843,0,1978,2474,1
3315,0,700,1063,2
3132,0,5721,2325,2
3189,0,4926,3312,1
3139,0,2598,3112,2
3264,0,999,1537,1
3048,0,1150,1441,2
3161,0,6007,1012,1
2977,1,564,2176,2
2591,0,1008,1739,6
2908,1,1784,750,2
3063,0,1317,1262,1
2333,0,509,631,3
3008,0,2226,666,1
3143,0,330,1848,2
2736,0,2452,6874,1
3118,0,1191,1950,1
3337,0,1867,3818,1
2175,0,979,1544,3
2709,0,1507,1316,5
3355,1,2305,1006,1
3326,0,3613,1463,1
3215,0,1831,1766,1
3025,0,598,1593,1
3027,0,5727,5168,1
3277,0,3311,4408,1
2393,0,797,1075,6
2315,0,300,553,2
2524,0,175,421,2
3522,0,2619,1024,1
2841,0,2821,1880,2
3077,0,6902,2791,2
2965,0,1639,1063,2
3156,0,2575,3359,2
2938,0,430,1316,2
3285,0,2721,1652,7
2670,0,1892,1801,3
2154,0,323,510,3
3178,0,3181,968,1
2978,0,4405,5047,1
2523,0,524,212,2
3144,0,4709,2071,1
2749,0,3097,2940,1
2513,0,1107,1606,6
2518,0,470,3355,2
3057,1,2770,1691,1
3154,0,2538,470,1
2694,0,1890,1165,2
2829,0,2491,911,1
2756,0,1556,1936,3
3117,0,2348,1560,1
3285,0,1752,1855,1
2876,0,2260,2594,2
3126,0,1127,1624,1
3113,0,3264,655,1
2760,0,1650,1999,2
3028,0,1289,3481,1
3071,0,2208,3216,1
3211,0,1276,1443,1
2518,0,618,876,3
2107,0,1115,1415,4
3133,0,541,2506,1
2972,1,1747,67,2
2764,0,2037,661,2
3161,0,1972,1733,1
3168,0,361,4871,2
3021,0,5918,3479,2
2639,0,2040,7089,2
2618,0,1593,1872,6
3265,0,4454,1015,2
3011,0,2412,1320,2
3088,0,3702,2060,1
2783,1,2785,1550,2
2930,0,830,510,2
2312,0,361,503,3
2962,0,1266,3257,1
2993,0,2430,2361,2
2989,0,1831,2729,2
3238,0,4429,937,2
2833,0,283,1415,5
2768,0,2513,6113,2
3258,0,1277,1871,1
3203,0,4741,430,1
3073,0,3427,2830,1
2938,0,1233,3160,1
3276,0,3758,2053,1
3364,0,2300,1142,1
2775,0,2687,2046,2
3280,0,1638,1707,1
3023,0,3413,108,1
2952,0,4460,2072,2
3096,0,4395,3676,1
3163,0,1395,1159,1
3311,0,1746,469,7
2801,0,1736,2498,1
3449,0,2271,1513,7
2978,0,4878,4397,1
3249,0,2962,932,1
3224,0,95,1717,1
2468,0,805,547,2
2810,0,2190,2420,2
3000,0,4137,1124,2
3368,0,1566,1328,1
2808,0,2419,1880,2
3123,1,2263,2379,1
3098,0,655,1084,1
2994,0,2416,1634,2
2598,0,443,6011,2
2895,0,2694,1729,2
3054,1,2825,1040,1
2880,0,3501,1691,2
2076,0,270,509,3
3282,0,3827,3834,1
3118,0,3662,785,2
2069,0,765,933,6
2996,0,1988,1316,1
2968,0,4468,2043,2
3139,0,2486,1307,1
3150,0,5435,1928,1
2912,0,4063,3930,2
2727,0,1892,3688,2
2942,0,4651,5974,2
2625,0,547,1806,2
3046,0,1050,1480,2
3085,0,379,664,2
3268,0,6210,430,1
2564,0,1549,1211,3
3214,0,2809,721,1
2298,0,1325,834,6
3183,0,4380,1698,1
2982,0,5838,3572,1
3363,0,3423,2139,1
2850,0,836,484,2
3047,0,907,1602,1
3406,0,875,765,7
3382,0,5257,646,1
2577,0,1377,1320,3
2207,0,108,454,3
3104,1,2455,2430,1
3221,0,1116,2375,1
2933,0,2661,1710,2
3254,0,2922,981,1
2836,0,1814,2755,2
3077,0,3317,731,2
3223,0,1584,2754,1
2447,0,685,1187,6
2787,0,3092,5346,2
2768,0,2880,2060,2
2980,0,1973,1485,1
2900,0,2376,285,1
3181,0,5845,2970,2
3001,0,4053,2316,2
3122,0,2563,3048,2
2542,0,716,5331,2
2238,0,866,1136,6
2959,0,5253,4268,2
2882,0,2972,2714,2
3037,0,819,1324,1
3201,0,2635,1600,1
3149,0,5171,1518,1
3326,0,3415,1099,1
2991,0,3089,6299,2
2743,0,2247,6025,2
2834,0,3670,1657,2
2906,0,2927,2203,2
3206,0,5327,1176,1
3176,1,3502,1589,2
3373,1,1578,2022,1
2251,0,731,742,3
3190,1,1026,85,1
2906,0,4837,1690,2
3333,0,3740,2356,1
3059,0,2657,1403,2
3116,1,1841,2801,1
2965,0,4621,1865,2
3158,0,2257,1650,1
3236,0,1896,1967,2
2902,0,2658,390,1
3209,0,5192,648,1
3221,0,2341,1550,2
2808,0,1146,1801,2
2996,0,5795,1766,1
3142,0,3903,2673,2
3289,0,3202,1932,7
2984,0,2673,912,2
2814,0,1832,1919,2
2867,0,3371,2807,2
2978,0,1832,1230,1
3071,0,3267,1188,2
3175,0,5028,2584,1
2799,0,1777,2904,1
3149,0,2701,1082,2
3237,0,5630,1224,2
2967,1,854,1605,1
2793,0,3212,5451,2
2147,0,391,272,3
2746,0,210,1684,5
3016,0,417,1045,1
3167,0,4965,3227,1
2929,0,3597,6246,2
3098,1,1390,1168,1
2545,0,957,830,3
2980,0,2888,408,1
2087,0,108,899,3
3265,0,6270,421,1
3006,0,812,1183,2
2518,0,977,1215,3
2295,0,1616,924,3
3107,0,1531,2188,1
2752,0,1573,1954,2
2785,1,3196,1518,2
2741,0,1530,2405,5
3179,0,3411,598,2
3345,1,1863,1909,1
3026,0,2197,631,2
2918,0,2154,1978,2
3091,0,2843,2644,2
2814,0,3952,1626,2
2827,0,3360,811,2
2417,0,1071,892,3
2917,0,2148,1699,1
2983,0,3001,949,2
2296,0,828,702,3
2812,0,993,3057,2
2921,0,3340,4507,2
2982,0,4924,5435,2
2717,0,323,834,1
2964,0,5130,2363,1
2914,0,2989,467,2
3356,0,2100,2750,2
2694,0,1585,1379,2
2579,0,1543,890,3
2313,0,1293,446,6
2905,0,1383,2701,2
3222,0,5149,1670,1
3323,1,767,1543,7
2801,0,2507,470,2
2762,0,1319,902,2
3409,0,1869,3273,1
2003,0,285,812,6
2674,0,2259,836,3
3330,0,3255,2906,1
2835,0,1602,1574,5
3029,0,4945,350,2
3015,0,2439,2175,1
2952,0,3833,4380,2
3142,0,2419,2912,1
2532,0,658,942,2
2942,0,3133,3536,2
2864,0,2331,1776,2
2375,0,495,633,3
2528,0,42,674,2
2555,0,1027,5058,2
3196,0,551,1719,2
3235,1,4473,2491,1
2725,0,510,2380,2
2959,0,4432,2084,2
2787,0,2184,218,2
2875,0,2190,886,5
2761,0,1471,904,2
2867,0,4361,5006,2
2984,0,3805,1084,2
3127,0,1600,3601,1
3297,0,1230,2408,2
2969,0,3212,1591,1
3062,1,2304,509,2
2447,0,258,458,3
2534,0,908,849,2
3101,0,1468,1421,2
3022,0,484,1451,1
2718,0,1173,2073,1
2727,0,1054,534,3
2923,0,400,1430,1
3237,0,2197,2250,7
3254,0,2510,1074,1
3149,0,4036,256,1
3103,0,4772,2573,2
2944,1,1896,2431,2
3463,0,933,1080,1
3152,0,3149,3180,1
2952,0,631,1846,2
2996,0,4224,540,1
2542,0,1140,900,2
2511,0,860,3849,2
3227,0,1650,1176,1
2383,0,342,1057,2
3048,0,150,1482,2
2752,0,1400,2355,2
3213,0,1445,1060,1
2756,0,2460,2188,3
3050,0,6688,2876,2
2955,0,1233,1142,2
2547,0,1226,1813,6
3246,0,330,755,1
2959,0,5601,1008,2
3316,0,1390,3489,2
2722,0,175,1746,5
3421,0,2097,2784,1
3014,0,6373,4027,2
3125,0,693,1620,1
2533,0,1793,400,3
3153,0,3395,1127,2
3036,0,4518,812,2
2992,0,2760,1159,2
3096,0,5967,1892,2
2697,0,1994,2619,6
2294,0,1390,1006,3
3355,0,3786,1871,1
2738,0,1044,902,1
3207,0,2554,2791,7
3100,0,6318,2610,2
2896,0,2522,2420,2
2998,0,5838,5522,2
2831,0,3242,2618,1
3225,0,511,1107,1
3001,0,4852,3736,2
2973,0,451,1410,1
3182,0,3475,1741,1
2666,0,1997,5185,2
3266,0,934,1908,1
3458,0,3118,1024,7
2574,0,778,1465,2
3042,0,543,1084,2
2893,0,1440,1570,2
2790,0,2291,834,5
2967,0,1529,525,2
3079,0,4406,2337,1
2393,0,722,1075,3
2850,0,3573,6179,2
3075,1,1624,1063,2
2774,0,2796,2282,2
3144,1,3132,379,1
2165,0,484,418,3
3029,0,570,1262,1
2850,0,458,1191,5
3058,0,3820,1976,2
2988,0,4703,5079,2
3082,1,1678,768,2
3248,0,1179,2079,1
2923,0,702,2109,1
2971,1,1996,2886,2
2962,0,3480,1134,2
2916,0,4647,6189,2
2754,0,1637,1466,2
2951,0,1115,2100,2
3117,1,2173,2030,2
2898,0,1550,1465,2
2509,0,631,313,2
3206,0,4253,1087,1
3313,0,5080,295,1
2788,0,1509,1405,2
3212,0,2165,2676,1
3100,0,5844,1507,1
3085,0,878,1338,1
3139,0,3663,3589,1
2952,0,4403,5275,2
3551,0,3115,1519,1
2977,0,1489,3060,1
2895,0,1221,1621,2
3234,0,1224,2003,1
2819,0,313,1747,5
2946,0,553,1585,2
3276,0,3870,942,1
2880,0,2067,787,5
3330,0,1158,2590,1
2941,0,2896,1451,2
2874,0,5442,636,2
3202,0,1423,272,1
2962,1,313,1350,2
2679,0,1611,6218,2
2993,1,2374,1761,2
3047,0,5057,2334,1
2128,0,330,30,3
2968,1,1385,636,2
2847,0,2567,2329,1
3288,0,2313,30,1
3064,0,1380,726,2
2229,0,1452,787,3
3126,0,872,1624,2
2334,0,1448,1024,3
2987,1,1092,2093,1
3065,1,2346,2121,1
2610,0,2720,797,3
2893,0,947,2147,1
3233,1,2592,883,1
3232,0,1503,624,1
3044,0,3356,5196,2
2835,0,2447,1170,2
3227,0,2359,2613,1
2505,0,469,551,2
2525,0,1503,4454,2
2974,0,2083,1179,1
2526,0,1048,450,6
2988,0,1624,1667,1
2776,0,421,942,2
2996,1,1507,1892,2
2894,0,3918,3842,2
3228,0,3231,4656,1
2997,1,1740,1256,2
3054,0,3118,6039,2
3228,0,5798,2096,2
2779,0,3192,1800,2
3076,0,5234,2591,1
2534,0,741,631,2
3206,0,1654,700,1
3148,0,1981,3150,1
2700,0,1239,3492,2
2376,0,1351,864,3
3434,0,4015,3394,7
2968,0,1020,1368,1
3266,0,659,212,1
3231,0,870,4720,2
2811,0,4213,5106,2
3032,0,1317,603,2
2934,0,1920,2704,2
3076,0,4392,2440,1
3034,0,6557,2874,2
2410,0,537,962,3
3005,0,3922,932,2
3198,0,4179,2117,1
3118,0,1324,256,1
3247,0,4273,1031,1
2811,0,1061,1144,2
2831,0,2960,4161,2
3197,0,2436,2771,1
3003,0,902,914,2
3185,0,700,677,1
3020,1,3021,674,2
3297,1,3481,1794,1
2709,0,1233,1361,1
3244,0,1825,2014,1
3193,0,3077,875,1
2723,0,2201,661,2
2939,0,5169,4056,2
3108,0,2076,1848,2
2567,0,1443,2480,3
3240,0,2160,2177,7
3107,0,636,1560,1
3221,0,4164,3396,1
3178,0,2522,2541,1
3214,0,2366,3836,1
3454,0,4221,859,7
2881,0,949,470,2
2975,1,859,201,2
2323,0,1136,870,6
2843,0,2795,1855,3
3248,0,2881,2974,2
3141,0,726,1082,1
3238,0,2220,3113,1
3162,1,674,1064,2
3182,1,1633,779,1
3190,0,1382,1300,2
3231,0,1181,2711,1
3092,0,3184,1717,2
3135,0,866,1699,2
2848,0,1150,1679,2
3319,1,1266,2371,2
3058,0,3383,607,1
2680,0,1585,1448,2
3298,0,4294,2424,1
2730,0,1120,2017,2
2311,0,1020,1095,6
3127,0,3893,1195,1
2863,0,3331,3125,2
3133,0,842,1813,2
3252,0,4329,1994,1
3206,1,2897,67,2
3358,1,870,2190,1
2794,0,2561,3993,2
2551,0,1120,4916,2
2640,0,1170,1698,2
2595,0,914,1813,2
2541,0,1158,547,6
2831,0,4156,5167,2
2802,0,1650,1516,2
3275,0,5800,633,1
2603,0,769,1027,2
2266,0,1233,644,4
2865,0,2137,2828,2
2945,0,3895,5232,2
2888,0,1521,2588,2
3163,0,309,1926,2
2675,0,1361,571,2
3381,0,4232,3457,7
3399,0,3546,228,1
3146,0,5685,900,1
3003,0,1883,1406,1
3256,0,4402,2377,1
2619,0,351,940,2
2927,0,323,362,1
3350,0,1084,726,1
2838,0,1431,752,2
3085,0,569,1431,2
3011,0,5945,3420,2
3385,1,2642,658,1
3348,0,934,892,1
2721,0,2379,4547,2
3044,0,3870,4522,2
2562,0,2402,534,3
3192,1,2941,1183,2
3379,0,807,1027,7
3135,0,1570,685,1
2879,1,1633,1511,5
3022,1,1266,510,2
2548,0,30,618,2
3250,0,3896,2563,7
2904,0,2496,2418,2
3220,1,510,2917,2
2550,0,240,1471,2
2991,0,4510,2438,2
2508,0,242,516,2
3115,0,4772,3073,1
2998,0,5374,6365,2
3010,1,1959,2678,2
3018,0,1015,1342,2
2562,0,1376,1572,6
2959,0,1172,2143,2
3004,0,5430,2952,2
3105,0,3693,2079,1
2850,0,2630,1018,2
3140,1,2210,2495,1
2878,0,2297,454,2
3144,0,2967,1148,2
2952,0,2073,960,1
2814,0,782,2992,2
2953,1,2037,3020,1
3259,0,4142,2112,1
2647,0,765,1213,2
3239,1,3078,1057,2
2828,0,1765,1524,6
2692,0,2043,395,3
3034,0,6731,3141,2
2636,0,1651,2090,2
2873,0,3468,3502,2
3161,1,242,2308,1
2574,0,277,1318,2
3130,0,2280,3151,1
2782,0,2382,732,2
3183,0,1518,2700,2
3049,0,4172,2347,2
2906,0,1976,1657,5
3154,0,2805,666,1
2407,0,937,1155,3
3195,0,2526,2895,1
2684,0,1208,3339,2
2931,0,1324,474,2
2978,0,2451,1663,2
2855,0,1963,2145,2
3075,0,1714,900,1
2883,0,5179,4277,2
3235,0,1786,1575,2
2995,0,4770,5126,2
3050,0,5526,3778,1
2995,0,5187,5271,2
3378,0,3762,904,1
3107,0,4622,2630,2
2684,0,2122,1905,6
2265,0,591,366,3
3518,0,3046,1779,1
3053,0,2114,1387,2
2852,0,1734,886,5
3149,0,2854,371,2
3152,0,3144,3331,1
2325,0,1652,914,6
3165,0,1101,342,1
2232,0,531,324,3
2383,0,939,927,6
2494,0,1708,484,6
3251,0,3967,2389,1
2739,0,2616,4488,2
2995,0,1622,1350,2
2625,0,560,1413,3
2789,0,1036,2122,1
3366,1,2773,582,1
3360,0,604,696,1
2920,0,2618,765,1
3242,0,1839,1507,2
3300,0,700,1115,1
2664,0,3487,2297,2
3123,0,4793,1840,1
2834,0,430,365,2
2155,0,999,755,6
3146,0,4222,3966,1
3132,0,2095,3216,1
3440,0,1973,3252,1
2932,0,4824,1987,2
3164,0,3059,976,2
3146,0,3587,3181,2
2644,0,876,997,2
3021,0,5143,4250,2
2947,0,3625,1626,2
3414,0,4272,2998,7
3218,0,6105,2405,2
2571,0,1412,1304,3
2833,0,1173,1710,2
3229,0,2843,1034,1
3049,0,960,1215,2
3216,0,2773,272,7
2939,0,4741,4281,1
2847,0,949,1593,2
2914,0,2763,1110,1
2685,0,2543,1239,2
2941,0,591,1736,2
2842,0,2047,1772,2
2986,0,785,1445,2
2821,0,3545,2836,2
2863,0,3605,5973,1
3091,1,2672,1952,2
3087,0,1024,3245,1
2901,0,3629,3818,2
3071,0,300,1254,2
2942,0,2065,2676,2
2824,0,878,750,2
2743,0,2646,2115,2
3223,0,902,2311,2
3208,0,3758,2949,2
3227,0,4546,3288,1
2820,0,2482,691,2
2820,0,2275,2343,2
3144,0,1012,1101,1
3208,0,3177,1733,1
3141,0,1805,684,2
3146,0,4726,2100,1
3166,0,4829,2220,1
2733,0,2685,5363,2
3109,0,3216,1898,2
2701,0,1860,1084,2
3152,0,5264,474,2
3172,0,2954,3428,1
2928,0,3275,738,2
2619,0,918,5654,2
3027,0,1974,1561,1
2750,0,1570,2372,2
2759,0,300,553,5
2874,0,2293,1398,1
2597,0,2289,987,3
2429,0,752,1106,6
2394,0,1124,1179,3
2913,0,524,1848,2
3214,0,5854,3200,2
3042,0,4572,1442,2
2847,0,2249,2854,2
3070,0,3348,3012,1
2191,0,780,335,3
3025,0,1612,268,1
2932,0,4592,1723,2
3186,1,633,892,2
3097,0,4607,3048,1
2821,0,1871,1826,2
2802,0,1123,997,2
2688,0,1350,949,2
3062,0,3684,1764,2
2793,0,1956,2428,2
2707,0,1452,1507,1
3140,0,5090,3256,1
3256,0,636,2574,2
3123,1,2202,2415,1
3073,0,3409,5114,2
2994,0,2190,1919,2
2964,0,5337,732,2
3233,1,1702,2126,2
2543,0,1020,576,1
3036,1,3163,1087,1
3083,0,6129,2780,2
2689,0,1693,1371,2
3388,0,2291,1593,1
2742,0,1019,631,3
2657,0,1092,1589,2
2988,0,5928,3264,2
3027,0,4766,3358,1
2814,0,2313,2438,2
3067,0,6792,2948,2
2737,0,2460,2326,2
2846,0,5274,569,2
3186,0,1044,797,1
3077,1,2590,1890,2
2988,0,4530,4943,2
3141,0,3420,1639,1
3507,0,1366,1819,7
3049,0,3090,1945,2
2978,0,5731,3845,2
2939,0,3582,5941,2
2900,0,1222,2191,2
3152,0,3247,5073,1
3094,0,3989,1964,2
2902,0,1019,1295,1
3063,1,750,1657,2
3008,0,2724,1159,2
2956,1,900,2021,2
2740,0,1922,1116,2
2691,0,1663,1215,2
2526,0,939,1398,2
3243,0,3009,446,1
3189,0,1087,1215,1
2846,0,2010,849,5
3066,0,3084,524,1
2647,0,886,2470,2
2995,0,4272,4983,1
2033,0,390,722,3
2781,1,1289,726,2
3055,0,2783,1140,1
2420,0,579,618,2
3220,0,5940,1153,1
2333,0,815,1549,3
3185,0,658,977,1
2611,0,849,1565,2
3053,1,2125,2008,2
3079,0,955,365,1
3086,0,4952,2796,1
2586,0,1062,730,2
2781,0,2830,4626,2
3146,0,3056,2506,2
2762,0,1382,1739,2
3215,1,3221,2762,2
2902,0,2698,872,2
2955,0,3384,5911,1
3373,0,2330,537,7
3214,1,258,924,1
2892,0,1054,552,2
3187,0,1020,242,1
2977,0,618,741,2
3323,1,939,2564,2
2814,0,330,2337,2
3092,0,1406,3330,1
2636,0,1571,1379,2
3236,0,2443,513,1
2974,0,4073,1121,2
2836,0,2401,2601,2
2707,0,1172,900,2
2962,0,3461,6018,2
3097,0,5028,1530,1
2715,0,2492,4559,2
3381,0,4006,853,1
2877,0,2737,551,1
3350,0,1549,1746,7
3137,0,4280,1684,1
3257,1,648,1006,2
3002,1,2069,2345,1
3281,1,618,968,2
2651,0,633,1492,2
3055,0,2707,1448,2
2702,0,997,1290,2
2804,0,1575,1452,2
2870,0,3421,2826,2
3356,0,2295,2750,1
2903,0,552,1899,1
2929,0,4664,1782,2
3418,1,2496,1289,1
3214,0,4222,3572,1
2940,0,2026,3129,1
3009,0,4646,940,2
3398,0,1637,1560,1
3096,0,1681,2526,2
3142,0,2912,5368,1
3233,1,3108,1040,2
3064,0,2676,1283,2
3198,0,5968,2839,2
2952,0,5887,3855,2
2849,1,3220,1415,2
2925,0,3671,2340,2
2102,0,551,743,6
2540,0,908,1443,3
2356,0,467,830,3
2926,0,5499,3833,2
3248,1,2886,1138,1
2992,0,976,518,2
2822,0,1347,2905,1
2370,0,636,1705,3
2886,0,5188,4164,2
2739,0,120,808,5
2906,0,2029,904,2
2461,0,1048,1269,3
3244,0,1213,1830,1
3180,0,558,1090,1
2838,0,2089,1844,2
3031,1,1758,1885,2
3091,0,541,765,1
3163,0,2140,2960,1
2729,0,1200,1316,2
2839,0,569,430,1
3219,0,3936,2739,7
3019,0,1112,2305,1
2819,0,1895,2933,1
2926,0,3453,2856,2
2777,0,2072,2647,2
3169,0,2300,1524,1
2947,1,2032,330,1
3285,0,2561,1698,1
2832,0,1958,1851,2
3080,0,5002,1764,1
2968,0,4519,5341,2
2826,0,1020,2044,2
2322,0,1209,218,3
3008,0,5744,5929,2
2998,0,1611,495,2
2667,0,1072,1731,2
2455,0,240,886,3
2982,0,5511,3426,2
3034,0,3874,4607,2
2407,0,594,1342,6
3197,0,931,2161,1
3022,1,1448,1384,2
2844,1,2758,1884,3
3196,0,5922,2304,2
2839,0,2280,902,1
3014,0,5457,6462,1
2840,1,1006,342,2
3244,0,5765,895,1
2099,0,552,297,3
3085,0,2686,1465,1
3058,0,5858,1448,2
3276,0,1103,1969,2
2827,0,2311,2611,2
3049,0,1209,2864,2
2627,0,2899,2778,1
3139,0,5911,1907,2
3123,0,6660,2466,2
2833,0,2421,2932,2
3060,0,5337,3606,2
2984,0,1981,2876,1
3128,1,2014,470,2
3091,0,3985,1243,1
3389,0,1405,1800,7
2751,0,1950,1201,2
2806,0,1445,1806,2
2627,0,1650,5136,2
2995,0,4159,1869,2
3135,0,1681,2741,1
2821,0,3412,1425,2
2816,0,1533,1725,2
3294,0,5758,589,1
2512,0,558,3538,2
2707,0,1476,1136,5
3132,0,5645,959,1
3066,0,1239,2372,1
3094,0,4530,2563,2
2758,0,3001,6300,2
3004,1,2830,767,2
2591,0,900,1471,3
3133,0,2808,480,1
3052,0,3652,900,1
2745,0,1690,2001,2
2643,0,1195,1034,2
2707,0,2010,342,2
2825,0,962,268,1
2854,0,721,300,2
3264,1,4814,2824,1
3334,1,811,3874,2
2878,0,1200,2750,2
2223,0,1249,642,4
2835,0,2101,2996,2
3030,0,5120,1040,2
3206,0,1289,1290,7
2982,0,4368,5466,2
3138,0,4162,677,2
2978,1,124,1176,2
2977,0,3785,960,1
3157,0,2971,2467,1
3034,0,5732,5012,2
2919,0,5011,3489,1
3146,0,4606,1121,1
3287,0,5730,571,2
3069,1,1383,716,2
3212,0,1731,1416,1
3108,0,1239,1575,1
2249,0,616,875,3
3195,0,5833,1230,1
3136,0,3331,553,1
2549,0,1092,1302,3
2696,0,2012,4078,2
3006,0,395,983,1
3173,0,4843,2543,2
3354,0,2689,677,7
2404,0,1110,1604,3
3233,0,2001,3242,1
3271,0,4392,1077,1
2979,0,3603,1026,2
3257,0,1801,1661,1
3093,0,4390,1396,2
3068,0,3558,4983,2
2890,0,1114,2630,2
2873,0,3814,5819,1
2846,0,153,430,1
3027,0,947,2128,2
2747,0,1784,2670,2
3092,1,2018,2789,1
3017,0,573,1736,1
3271,0,5298,1639,1
2881,0,644,1717,2
2975,0,3366,6550,2
3410,0,4711,2897,7
2836,0,997,2179,2
2696,0,127,1442,2
3241,0,1806,1708,1
2952,0,3481,6427,1
3128,1,1374,2014,1
2903,0,5465,4231,2
2810,0,2166,2697,2
2629,0,1986,2685,3
3204,0,4944,1813,1
2801,0,2210,2126,1
2606,0,1443,1952,2
3176,0,5248,2550,1
2920,0,2208,1981,2
3421,0,3522,1543,7
3132,0,2120,2188,1
2312,0,983,1260,6
2860,0,2791,2413,2
2914,0,960,1981,2
3125,0,2423,391,1
3207,0,3012,1505,1
2914,1,1316,1154,2
3335,0,930,1283,7
3089,0,1740,604,2
2888,0,2491,1978,5
2968,0,6010,3384,1
2902,0,2098,2067,2
3044,0,5921,4951,2
3284,0,6038,446,1
3018,0,4253,3451,2
3297,0,5933,600,1
3260,0,3621,495,1
2937,0,3463,4607,2
2913,0,4295,5664,2
2210,0,1110,551,3
2401,0,871,983,6
2794,0,2813,2125,2
3402,0,2699,404,7
3182,0,1112,1033,7
3096,0,3481,2988,2
3032,0,926,1632,1
3408,0,939,1277,1
3192,0,2252,2949,1
2676,0,780,1448,2
2937,0,626,2006,2
2739,0,1798,1464,2
3039,0,3542,1099,1
3199,0,5923,1560,2
2662,0,1209,1001,2
2800,0,2506,865,2
2966,0,1054,837,2
3188,0,277,1206,1
3272,0,642,937,2
2042,0,270,853,6
2510,0,895,1211,6
3289,1,450,1120,2
2769,0,2700,1894,2
2938,0,2911,1061,2
3523,0,2460,1608,1
2862,0,3689,1134,2
2714,0,1464,2163,2
2268,0,1632,67,3
3219,0,4897,760,1
3175,0,1812,2826,2
3195,0,3653,4439,1
2994,0,4693,1584,2
2777,0,1209,1449,2
2601,0,1423,960,3
3191,0,2955,4963,1
2586,0,636,3072,2
3323,0,1617,1154,1
2578,0,1374,2630,2
2888,0,603,2542,1
2795,0,3348,6063,1
3307,0,2107,4645,1
2760,0,1754,2271,2
2749,0,2011,1253,2
2729,0,2866,1120,2
3277,0,2982,2320,7
2791,0,1465,1050,2
3255,0,1552,713,1
2250,0,711,258,3
2844,0,4685,4675,2
3269,1,1165,824,1
2808,0,3304,6558,2
3036,0,3009,514,1
3023,1,1477,466,1
3132,0,3578,1456,1
3459,0,5143,4110,7
2823,0,750,391,2
3039,0,2985,2642,1
2278,0,942,324,3
3282,0,591,807,2
3031,0,5980,5019,2
2428,0,700,1167,6
3092,1,2742,1583,2
3147,0,1560,859,1
2878,0,1932,1570,2
3122,1,1986,2597,1
2975,0,2016,3049,1
2650,0,2630,1020,3
3218,0,4710,285,1
2914,0,866,2132,2
3037,1,2163,1842,2
2662,0,1433,6288,2
3074,0,2666,918,1
2968,0,5528,3707,2
2968,0,4134,5304,2
3181,0,1964,2492,1
3224,0,1981,1806,2
3178,0,1339,2253,1
3237,0,1830,1431,1
2995,0,841,722,2
2974,0,108,765,1
2940,0,524,1195,1
3234,0,6129,342,1
2876,0,518,571,1
2835,0,924,2305,2
1997,0,67,323,3
3172,0,1127,671,1
3160,0,1630,560,1
2177,0,726,1550,3
2922,0,4621,4711,2
2584,0,1167,5212,2
3080,0,2350,1136,1
3286,0,1341,1907,1
2911,0,4901,1698,5
3059,0,2914,875,2
3296,0,765,5730,1
2731,0,2550,2197,2
3120,1,1981,765,2
2278,0,1392,842,3
2696,0,1082,1687,2
2932,0,4602,4084,2
2965,0,2255,2353,2
2793,0,2215,1851,2
3228,0,1410,594,1
3196,0,1895,2402,1
3222,0,6015,960,1
2857,0,2888,2278,1
3342,0,3492,400,1
2627,0,1679,871,3
3184,0,361,3778,2
2616,0,870,850,2
3257,0,3967,1342,1
2926,0,4536,5503,1
3014,0,2379,1012,1
3377,0,4325,3867,7
2880,0,3600,2649,2
3072,0,2731,934,1
2859,0,878,470,2
2973,0,3882,2574,2
2315,0,1142,850,6
3266,0,270,531,2
2615,0,2499,2524,2
3125,0,2906,1347,1
